"Sr No.","Id","Title","Description","Availability","Condition","Price","Link","Image Link","Brand","Google Product Category","FB Product Category","Quantity To Sell On Facebook","Sale Price","Sale Price Effective_Date","Item Group Id","Gender","Color","Size","Age_Group","Material","Pattern","Shipping","Shipping Weight","Offer Disclaimer","Offer Disclaimer Url","Video Url","Video Tag","GTIN","Product Pages","Product Tags","Style"
"137","CSD5976","Ethnic Motifs Printed Round Neck Beads & Stones Work Muslin Kurta With Trousers & Dupatta","VASVI Women's Ethnic Motifs Printed Round Neck Beads & Stones Work Muslin Kurta With Trousers & Dupatta","Yes","No","2999INR","https://vasvi.in/CSD5976/ethnic-motifs-printed-round-neck-beads-stones-work-muslin-kurta-with-trousers-dupatta-696f47760af55","https://vasvi.in/uploads/products/variant_11_690dd7b6a3b37.jpg","VASVI","Women","Women","100","2999INR","","JJ-10252","unisex","","","","","","","0.390 grm","","","","","","","",""
"138","CSD5978","Ethnic Motifs Printed Notch Neck Sequinned Work Muslin Kurta With Trousers & Dupatta","VASVI Women's Ethnic Motifs Printed Notch Neck Sequinned Work Muslin Kurta With Trousers & Dupatta","Yes","No","2999INR","https://vasvi.in/CSD5978/ethnic-motifs-printed-notch-neck-sequinned-work-muslin-kurta-with-trousers-dupatta-696f48247be83","https://vasvi.in/uploads/products/variant_15_690ddb90eb189.jpg","VASVI","Women","Women","-5190","2999INR","","JJ-10253","unisex","","","","","","","0.390 grm","","","","","","","",""
"139","CSD5989","Ethnic Motifs Printed Round Neck Beads & Stones Muslin Kurta With Trousers & Dupatta","VASVI Women's  Ethnic Motifs Printed Round Neck Beads & Stones Muslin Kurta With Trousers & Dupatta","Yes","No","2999INR","https://vasvi.in/CSD5989/ethnic-motifs-printed-round-neck-beads-stones-muslin-kurta-with-trousers-dupatta-696f48ca51846","https://vasvi.in/uploads/products/variant_11_690ddcb6be8c7.jpg","VASVI","Women","Women","100","2999INR","","JJ-10254","unisex","","","","","","","0.390 grm","","","","","","","",""
"140","CSD5990","Ethnic Motifs Printed Round Neck Sequinned Muslin Kurta With Trousers & Dupatta","VASVI Women's Ethnic Motifs Printed Round Neck Sequinned Muslin Kurta With Trousers & Dupatta","Yes","No","2999INR","https://vasvi.in/CSD5990/ethnic-motifs-printed-round-neck-sequinned-muslin-kurta-with-trousers-dupatta-69995e678ad09","https://vasvi.in/uploads/products/variant_11_690ddd7e01fa3.jpg","VASVI","Women","Women","100","2999INR","","JJ-10255","unisex","","","","","","","0.390 grm","","","","","","","",""
"141","TP5123","Rayon Mandarin Collar Printed Top","VASVI Women's Rayon Mandarin Collar Printed Top","Yes","No","699INR","https://vasvi.in/TP5123/rayon-mandarin-collar-printed-top-698606e3b1a68","https://vasvi.in/uploads/products/variant_29_69118667c8d95.jpg","VASVI","Women","Women","99","699INR","","JJ-10256","unisex","","","","","","","0.250 grm","","","","","","","",""
"142","TP4041","Women's Cotton Printed Top","VASVI Women's  Cotton Printed Top","Yes","No","999INR","https://vasvi.in/TP4041/womens-cotton-printed-top-697469721f0f8","https://vasvi.in/uploads/products/variant_34_69145f885761a.jpg","VASVI","Women","Women","100","999INR","","JJ-10258","unisex","","","","","","","0.250 grm","","","","","","","",""
"143","TP6006","Women's Cotton Printed Top","VASVI Women's  Cotton Printed Top","Yes","No","599INR","https://vasvi.in/TP6006/womens-cotton-printed-top-697469dd4e148","https://vasvi.in/uploads/products/variant_52_691460d3283b3.jpg","VASVI","Women","Women","-199999909","599INR","","JJ-10260","unisex","","","","","","","0.250 grm","","","","","","","",""
"144","TP5819","Women's Cotton Printed Sleeveless Top","VASVI Women's Cotton Printed Sleeveless Top","Yes","No","699INR","https://vasvi.in/TP5819/womens-cotton-printed-sleeveless-top-69746a4914dab","https://vasvi.in/uploads/products/variant_2_691464c2da158.JPG","VASVI","Women","Women","100","699INR","","JJ-10261","unisex","","","","","","","0.250 grm","","","","","","","",""
"145","TP5814","Women's Cotton Printed Top","VASVI Women's  Cotton Printed Top","Yes","No","699INR","https://vasvi.in/TP5814/womens-cotton-printed-top-69746ac7a95cf","https://vasvi.in/uploads/products/variant_4_69146853de1c8.jpg","VASVI","Women","Women","95","699INR","","JJ-10262","unisex","","","","","","","0.250 grm","","","","","","","",""
"146","TU2221","Women Printed Handwork Cotton Top","VASVI Women Printed Handwork Cotton Top","Yes","No","1199INR","https://vasvi.in/TU2221/women-printed-handwork-cotton-top-69746b1924670","https://vasvi.in/uploads/products/variant_3_691c541275c62.JPG","VASVI","Women","Women","100","599INR","","JJ-10263","unisex","","","","","","","0.250 grm","","","","","","","",""
"147","AL2264","Women's Cotton Dobby Embroidered Aline Kurta","VASVI  Women's Cotton Dobby Embroidered Aline Kurta","Yes","No","1999INR","https://vasvi.in/AL2264/womens-cotton-dobby-embroidered-aline-kurta-69525cf8b2f78","https://vasvi.in/uploads/settings/FEB2026/1770814794-settings.png","VASVI","Factory Outlet","Factory Outlet","100","1999INR","","JJ-10264","unisex","","","","","","","0.290 grm","","","","","","","",""
"148","DR06151","Women Printed Cotton Calf Length Dress","VASVI Women Printed Cotton Calf Length Dress","Yes","No","1439INR","https://vasvi.in/DR06151/women-printed-cotton-calf-length-dress-69525cc78fae5","https://vasvi.in/uploads/settings/FEB2026/1770814794-settings.png","VASVI","Factory Outlet","Factory Outlet","100","1439INR","","JJ-10265","unisex","","","","","","","0.250 grm","","","","","","","",""
"149","BG2430","Baby Girl Lace Work Embroidered Georgette Fabric Angrakha","Baby Girl Lace Work Embroidered Georgette Fabric Angrakha","Yes","No","1499INR","https://vasvi.in/BG2430/baby-girl-lace-work-embroidered-georgette-fabric-angrakha-69525c0f2e61c","https://vasvi.in/uploads/products/variant_37_691d886caf18d.png","VASVI","Kids","Kids","100","1499INR","","JJ-10267","unisex","","","","","","","0.490 grm","","","","","","","",""
"150","BG2467","Baby Girl Lace Work Embroidered Georgette Fabric  Dress","Baby Girl Lace Work Embroidered Georgette Fabric Dress","Yes","No","1499INR","https://vasvi.in/BG2467/baby-girl-lace-work-embroidered-georgette-fabric-dress-69994fc727b1b","https://vasvi.in/uploads/products/variant_10_69525ba9af97b.png","VASVI","Kids","Kids","100","1499INR","","JJ-10268","unisex","","","","","","","0.490 grm","","","","","","","",""
"151","DR1885","Women's Crepe Embroidered Fit & Flared Maxi Ethnic Dress","VASVI Women's Crepe Embroidered Fit & Flared Maxi Ethnic Dress","Yes","No","1249INR","https://vasvi.in/DR1885/womens-crepe-embroidered-fit-flared-maxi-ethnic-dress-695258f621ad3","https://vasvi.in/uploads/products/variant_51_691ed4689c242.png","VASVI","Factory Outlet","Factory Outlet","100","1249INR","","JJ-10270","unisex","","","","","","","0.390 grm","","","","","","","",""
"152","DR5022","Women's  Muslin Floral Printed A-Line Ethnic Dress","VASVI Women's  Muslin Floral Printed A-Line Ethnic Dress","Yes","No","1499INR","https://vasvi.in/DR5022/womens-muslin-floral-printed-a-line-ethnic-dress-695258d46be48","https://vasvi.in/uploads/products/variant_38_691ef97f784d7.JPG","VASVI","Women","Women","100","1499INR","","JJ-10271","unisex","","","","","","","0.250 grm","","","","","","","",""
"153","AL5820","Women's Floral Embroidered V-Neck Anarkali Kurta","VASVI Women's Floral Embroidered V-Neck Anarkali Kurta","Yes","No","599INR","https://vasvi.in/AL5820/womens-floral-embroidered-v-neck-anarkali-kurta-6952589eb741f","https://vasvi.in/uploads/settings/FEB2026/1770814794-settings.png","VASVI","Factory Outlet","Factory Outlet","100","599INR","","JJ-10272","unisex","","","","","","","0.390 grm","","","","","","","",""
"154","DR4040","Women's Floral Printed Round Neck Sleeveless A-Line Kurta","VASVI Women's Floral Printed Round Neck Sleeveless A-Line Kurta","Yes","No","599INR","https://vasvi.in/DR4040/womens-floral-printed-round-neck-sleeveless-a-line-kurta-695258691bc92","https://vasvi.in/uploads/settings/FEB2026/1770814794-settings.png","VASVI","Factory Outlet","Factory Outlet","100","599INR","","JJ-10273","unisex","","","","","","","0.390 grm","","","","","","","",""
"155","AL5829","Women's Floral Embroidered Thread Work V-Neck A-line Kurta","VASVI Women's Floral Embroidered Thread Work V-Neck A-line Kurta","Yes","No","599INR","https://vasvi.in/AL5829/womens-floral-embroidered-thread-work-v-neck-a-line-kurta-6952583f52a17","https://vasvi.in/uploads/settings/FEB2026/1770814794-settings.png","VASVI","Factory Outlet","Factory Outlet","100","599INR","","JJ-10274","unisex","","","","","","","0.390 grm","","","","","","","",""
"156","DR4037","Women's Floral Printed Mandarin Collar Bell Sleeves A-Line Kurta","VASVI Women's Floral Printed Mandarin Collar Bell Sleeves A-Line Kurta","Yes","No","699INR","https://vasvi.in/DR4037/womens-floral-printed-mandarin-collar-bell-sleeves-a-line-kurta-6952581b425f9","https://vasvi.in/uploads/settings/FEB2026/1770814794-settings.png","VASVI","Factory Outlet","Factory Outlet","100","699INR","","JJ-10275","unisex","","","","","","","0.390 grm","","","","","","","",""
"157","SKPY15","Women's Embroidered Solid Kurta","VASVI Women's Embroidered Solid Kurta","Yes","No","499INR","https://vasvi.in/SKPY15/womens-embroidered-solid-kurta-695257f2335d6","https://vasvi.in/uploads/settings/FEB2026/1770814794-settings.png","VASVI","Factory Outlet","Factory Outlet","100","499INR","","JJ-10276","unisex","","","","","","","0.250 grm","","","","","","","",""
"158","AL5831","Women's Floral Embroidered Thread Work V-Neck A-line Kurta","VASVI Women's Floral Embroidered Thread Work V-Neck A-line Kurta","Yes","No","599INR","https://vasvi.in/AL5831/womens-floral-embroidered-thread-work-v-neck-a-line-kurta-695257d64c245","https://vasvi.in/uploads/settings/FEB2026/1770814794-settings.png","VASVI","Factory Outlet","Factory Outlet","100","599INR","","JJ-10277","unisex","","","","","","","0.390 grm","","","","","","","",""
"159","AL062","Womens Cotton Mandarin Collar Striped Kurta","VASVI Womens Cotton Mandarin Collar Striped Kurta","Yes","No","1049INR","https://vasvi.in/AL062/womens-cotton-mandarin-collar-striped-kurta-69577aa34ce40","https://vasvi.in/uploads/settings/FEB2026/1770814794-settings.png","VASVI","Factory Outlet","Factory Outlet","50","1049INR","","JJ-10279","unisex","","","","","","","250 grm","","","","","","","",""
"160","KDPY04BK51","Floral Embroidered Flared Sleeves Thread Work Kurta with Dupatta","VASVI Women Floral Embroidered Flared Sleeves Thread Work Kurta with Dupatta","Yes","No","1399INR","https://vasvi.in/KDPY04BK51/floral-embroidered-flared-sleeves-thread-work-kurta-with-dupatta-695257195b070","https://vasvi.in/uploads/settings/FEB2026/1770814794-settings.png","VASVI","Factory Outlet","Factory Outlet","50","1399INR","","JJ-10280","unisex","","","","","","","250 grm","","","","","","","",""
"161","CSPY10BK51","Women Santoon Regular Sequinned Kurta with Trousers","VASVI Women Santoon Regular Sequinned Kurta with Trousers","Yes","No","1299INR","https://vasvi.in/CSPY10BK51/women-santoon-regular-sequinned-kurta-with-trousers-695256d7ab510","https://vasvi.in/uploads/settings/FEB2026/1770814794-settings.png","VASVI","Factory Outlet","Factory Outlet","50","1299INR","","JJ-10284","unisex","","","","","","","250 grm","","","","","","","",""
"162","SKPY6002","Women's Printed Handwork Straight Kurta","VASVI Women's Printed Handwork Straight Kurta","Yes","No","799INR","https://vasvi.in/SKPY6002/womens-printed-handwork-straight-kurta-695256aa57353","https://vasvi.in/uploads/settings/FEB2026/1770814794-settings.png","VASVI","Women","Women","100","799INR","","JJ-10285","unisex","","","","","","","0.250 grm","","","","","","","",""
"163","SKPY15BK51","Women Floral Woven Design Round Neck Zari Straight Kurta","VASVI Women Floral Woven Design Round Neck Zari Straight Kurta","Yes","No","899INR","https://vasvi.in/SKPY15BK51/women-floral-woven-design-round-neck-zari-straight-kurta-6952568b369f6","https://vasvi.in/uploads/products/variant_45_6921646934b87.jpg","VASVI","Factory Outlet","Factory Outlet","50","899INR","","JJ-10286","unisex","","","","","","","250 grm","","","","","","","",""
"164","AL373-P","Cotton Floral Printed A Line Cotton Kurta","VASVI Cotton Flex Floral Printed A Line Cotton Kurta","Yes","No","799INR","https://vasvi.in/AL373-P/cotton-floral-printed-a-line-cotton-kurta-6952565ca86fe","https://vasvi.in/uploads/settings/FEB2026/1770814794-settings.png","VASVI","Factory Outlet","Factory Outlet","50","799INR","","JJ-10287","unisex","","","","","","","250 grm","","","","","","","",""
"165","ALPY03BK51","Women Regular Dupion Silk Kurta with Trousers","VASVI Women Regular Dupion Silk Kurta with Trousers","Yes","No","1299INR","https://vasvi.in/ALPY03BK51/women-regular-dupion-silk-kurta-with-trousers-69525639f0560","https://vasvi.in/uploads/settings/FEB2026/1770814794-settings.png","VASVI","Factory Outlet","Factory Outlet","50","1299INR","","JJ-10288","unisex","","","","","","","250 grm","","","","","","","",""
"166","SK2325","Womens Rayon Bandhani Printed Straight Kurta","VASVI Womens Rayon Bandhani Printed Straight Kurta","Yes","No","1399INR","https://vasvi.in/SK2325/womens-rayon-bandhani-printed-straight-kurta-695779324d623","https://vasvi.in/uploads/settings/FEB2026/1770814794-settings.png","VASVI","Factory Outlet","Factory Outlet","50","1399INR","","JJ-10289","unisex","","","","","","","250 grm","","","","","","","",""
"167","AL5826","Womens Ethnic Motifs Printed Mandarin Collar A-line Kurta","VASVI Women Rayon Ethnic Motifs Printed Mandarin Collar A-line Kurta","Yes","No","1299INR","https://vasvi.in/AL5826/womens-ethnic-motifs-printed-mandarin-collar-a-line-kurta-695255d39a4cf","https://vasvi.in/uploads/products/variant_73_6921752808dec.jpg","VASVI","Factory Outlet","Factory Outlet","50","1299INR","","JJ-10290","unisex","","","","","","","250 grm","","","","","","","",""
"168","AL5834","Women Rayon Bandhani Printed Mandarin Collar A-line Kurta","VASVI Rayon Bandhani Printed Mandarin Collar A-line Kurta","Yes","No","1299INR","https://vasvi.in/AL5834/women-rayon-bandhani-printed-mandarin-collar-a-line-kurta-695779e8b97db","https://vasvi.in/uploads/products/variant_2_69217dd8df24d.jpg","VASVI","Factory Outlet","Factory Outlet","50","1299INR","","JJ-10292","unisex","","","","","","","250 grm","","","","","","","",""
"169","SK5832","Women Ethnic Motifs Printed Mandarin Collar Straight Kurta","VASVI Women Rayon Ethnic Motifs Printed Mandarin Collar Straight Kurta","Yes","No","599INR","https://vasvi.in/SK5832/women-ethnic-motifs-printed-mandarin-collar-straight-kurta-6952553e70eb5","https://vasvi.in/uploads/settings/FEB2026/1770814794-settings.png","VASVI","Factory Outlet","Factory Outlet","50","599INR","","JJ-10293","unisex","","","","","","","250 grm","","","","","","","",""
"170","SK5833","Women Chevron Printed Mandarin Collar Cotton Straight Kurta","VASVI Women Chevron Printed Mandarin Collar Cotton Straight Kurta","Yes","No","599INR","https://vasvi.in/SK5833/women-chevron-printed-mandarin-collar-cotton-straight-kurta-695254fdb89ab","https://vasvi.in/uploads/settings/FEB2026/1770814794-settings.png","VASVI","Factory Outlet","Factory Outlet","50","599INR","","JJ-10294","unisex","","","","","","","","","","","","","","",""
"171","TU5836","Rayon Women Printed Embellished Tunic","VASVI Women Rayon Printed Embellished Tunic","Yes","No","499INR","https://vasvi.in/TU5836/rayon-women-printed-embellished-tunic-69525449de1fc","https://vasvi.in/uploads/products/variant_49_69218106ebb32.jpg","VASVI","Factory Outlet","Factory Outlet","50","499INR","","JJ-10295","unisex","","","","","","","250 grm","","","","","","","",""
"172","AL5825","Women Rayon Floral Printed Mandarin Collar Straight Kurta","VASVI Women Rayon Floral Printed Mandarin Collar Straight Kurta","Yes","No","1299INR","https://vasvi.in/AL5825/women-rayon-floral-printed-mandarin-collar-straight-kurta-695254032743d","https://vasvi.in/uploads/settings/FEB2026/1770814794-settings.png","VASVI","Factory Outlet","Factory Outlet","50","1299INR","","JJ-10296","unisex","","","","","","","250 grm","","","","","","","",""
"173","AL5827","Womens Chanderi Floral Embroidered Notch Neck Silk Straight Kurta","VASVI Women Floral Embroidered Notch Neck Chanderi Silk Straight Kurta","Yes","No","1999INR","https://vasvi.in/AL5827/womens-chanderi-floral-embroidered-notch-neck-silk-straight-kurta-695777609ab39","https://vasvi.in/uploads/settings/FEB2026/1770814794-settings.png","VASVI","Factory Outlet","Factory Outlet","50","1999INR","","JJ-10297","unisex","","","","","","","250 grm","","","","","","","",""
"174","SK5821","Women Rayon Floral Printed Mandarin Collar Straight Kurta","VASVI Women Rayon Floral Printed Mandarin Collar Straight Kurta","Yes","No","699INR","https://vasvi.in/SK5821/women-rayon-floral-printed-mandarin-collar-straight-kurta-695253a0426b7","https://vasvi.in/uploads/settings/FEB2026/1770814794-settings.png","VASVI","Factory Outlet","Factory Outlet","50","699INR","","JJ-10298","unisex","","","","","","","250 grm","","","","","","","",""
"175","SK1001BK","Floral Printed Notch Neck Pure Cotton Straight Kurta","VASVI Women Floral Printed Notch Neck Pure Cotton Straight Kurta","Yes","No","499INR","https://vasvi.in/SK1001BK/floral-printed-notch-neck-pure-cotton-straight-kurta-695253802b517","https://vasvi.in/uploads/products/variant_16_692186d1ee83b.jpg","VASVI","Factory Outlet","Factory Outlet","50","499INR","","JJ-10299","unisex","","","","","","","250 grm","","","","","","","",""
"176","SK5587","Rayon Polka Dot Printed Round Neck Straight Kurta","VASVI Women Rayon Polka Dot Printed Round Neck Straight Kurta","Yes","No","1299INR","https://vasvi.in/SK5587/rayon-polka-dot-printed-round-neck-straight-kurta-695253424c1dc","https://vasvi.in/uploads/products/variant_36_692187e6b1ee4.jpg","VASVI","Factory Outlet","Factory Outlet","50","1299INR","","JJ-10300","unisex","","","","","","","250 grm","","","","","","","",""
"177","SKPY06BK51","Floral Yoke Design Notch Neck Zari Chanderi Cotton Straight Kurta","VASVI Women Floral Yoke Design Notch Neck Zari Chanderi Cotton Straight Kurta","Yes","No","599INR","https://vasvi.in/SKPY06BK51/floral-yoke-design-notch-neck-zari-chanderi-cotton-straight-kurta-6952530db3b7a","https://vasvi.in/uploads/products/variant_35_69218c9d525ac.jpg","VASVI","Factory Outlet","Factory Outlet","50","599INR","","JJ-10301","unisex","","","","","","","250 grm","","","","","","","",""
"178","ALPY8002","Women's Embroidered Rayon Printed Aline Kurta","VASVI Women's Embroidered Rayon Printed Aline Kurta","Yes","No","999INR","https://vasvi.in/ALPY8002/womens-embroidered-rayon-printed-aline-kurta-695776e492859","https://vasvi.in/uploads/products/variant_47_69218e4031559.png","VASVI","Women","Women","100","999INR","","JJ-10302","unisex","","","","","","","0.250 grm","","","","","","","",""
"179","ALPY1002","Women's Embroidered Rayon Printed Straight Kurta","VASVI Women's Embroidered Rayon Printed Straight Kurta","Yes","No","799INR","https://vasvi.in/ALPY1002/womens-embroidered-rayon-printed-straight-kurta-6957733d9e9b0","https://vasvi.in/uploads/products/variant_10_69218d5f3cc7a.png","VASVI","Women","Women","100","799INR","","JJ-10303","unisex","","","","","","","0.250 grm","","","","","","","",""
"180","AL5824","Floral Printed V-Neck A-line Cotton Angrakha Kurta","VASVI Women Floral Printed V-Neck A-line Cotton Angrakha Kurta","Yes","No","999INR","https://vasvi.in/AL5824/floral-printed-v-neck-a-line-cotton-angrakha-kurta-695772f56b830","https://vasvi.in/uploads/settings/FEB2026/1770814794-settings.png","VASVI","Factory Outlet","Factory Outlet","50","999INR","","JJ-10304","unisex","","","","","","","250 grm","","","","","","","",""
"181","SKPY68001","Women's Printed Handwork Straight Kurta","VASVI Women's Printed Handwork Straight Kurta","Yes","No","599INR","https://vasvi.in/SKPY68001/womens-printed-handwork-straight-kurta-6964f1175ee46","https://vasvi.in/uploads/products/variant_48_692197b3adafd.png","VASVI","Women","Women","100","599INR","","JJ-10305","unisex","","","","","","","0.250 grm","","","","","","","",""
"182","SKPY7004","Women's Printed Lace Work  Straight Kurta","VASVI Women's Printed Lace Work  Straight Kurta","Yes","No","799INR","https://vasvi.in/SKPY7004/womens-printed-lace-work-straight-kurta-6964f0d4a5755","https://vasvi.in/uploads/products/variant_43_69219e4bd2285.png","VASVI","Women","Women","99","799INR","","JJ-10306","unisex","","","","","","","0.250 grm","","","","","","","",""
"183","PE-031","Women's Rayon Printed Embroidered Straight Kurta","VASVI Women's Rayon Printed Embroidered Straight Kurta","Yes","No","1495INR","https://vasvi.in/PE-031/womens-rayon-printed-embroidered-straight-kurta-6952521a9b1cf","https://vasvi.in/uploads/products/variant_56_6923f15f3e57e.png","VASVI","Factory Outlet","Factory Outlet","100","598INR","","JJ-10307","unisex","","","","","","","0.250 grm","","","","","","","",""
"184","PE-054","Women's Printed Cotton Round Neck Straight Kurta","VASVI Women's Printed Cotton Round Neck Straight Kurta","Yes","No","699INR","https://vasvi.in/PE-054/womens-printed-cotton-round-neck-straight-kurta-695251f080385","https://vasvi.in/uploads/settings/FEB2026/1770814794-settings.png","VASVI","Factory Outlet","Factory Outlet","100","280INR","","JJ-10308","unisex","","","","","","","0.250 grm","","","","","","","",""
"185","PE-058","Women's  Gold Printed Lace Work Aline Kurta","VASVI Women's  Gold Printed Lace Work Aline Kurta","Yes","No","1799INR","https://vasvi.in/PE-058/womens-gold-printed-lace-work-aline-kurta-695778d3b0642","https://vasvi.in/uploads/settings/FEB2026/1770814794-settings.png","VASVI","Factory Outlet","Factory Outlet","100","720INR","","JJ-10309","unisex","","","","","","","0.350 grm","","","","","","","",""
"186","PE-040","Women's Floral Printed Round Neck Sleeveless Straight Kurta","VASVI Women's Floral Printed Round Neck Sleeveless Straight Kurta","Yes","No","849INR","https://vasvi.in/PE-040/womens-floral-printed-round-neck-sleeveless-straight-kurta-69577656dfddf","https://vasvi.in/uploads/settings/FEB2026/1770814794-settings.png","VASVI","Factory Outlet","Factory Outlet","100","340INR","","JJ-10310","unisex","","","","","","","0.250 grm","","","","","","","",""
"187","PE-052","VASVI Women Straight Kurta","VASVI Women Straight Kurta","Yes","No","899INR","https://vasvi.in/PE-052/vasvi-women-straight-kurta-695250108ed4c","https://vasvi.in/uploads/settings/FEB2026/1770814794-settings.png","VASVI","Factory Outlet","Factory Outlet","100","360INR","","JJ-10311","unisex","","","","","","","0.250 grm","","","","","","","",""
"188","PE-034","Women's Floral Printed Round Neck Sleeveless A-Line Dress","VASVI Women's Floral Printed Round Neck Sleeveless A-Line Dress","Yes","No","2099INR","https://vasvi.in/PE-034/womens-floral-printed-round-neck-sleeveless-a-line-dress-69e5c55e51315","https://vasvi.in/uploads/products/variant_4_692400bc963da.png","VASVI","Factory Outlet","Factory Outlet","100","840INR","","JJ-10312","unisex","","","","","","","0.490 grm","","","","","","","",""
"189","MS6022","Men Classic Spread Collar Floral Printed Cotton Slim Fit Casual Shirt","VASVI Men's Classic Spread Collar Floral Printed Cotton Slim Fit Casual Shirt","Yes","No","699INR","https://vasvi.in/MS6022/men-classic-spread-collar-floral-printed-cotton-slim-fit-casual-shirt-6999476e4f921","https://vasvi.in/uploads/products/variant_4_69242c4db7035.png","VASVI","Mens","Mens","80","699INR","","JJ-10313","unisex","","","","","","","250 grm","","","","","","","",""
"190","MS6022B","Men Classic Spread Collar Floral Printed Cotton Slim Fit Casual Shirt","VASVI Men's Classic Spread Collar Floral Printed Cotton Slim Fit Casual Shirt","Yes","No","699INR","https://vasvi.in/MS6022B/men-classic-spread-collar-floral-printed-cotton-slim-fit-casual-shirt-69994734aa86b","https://vasvi.in/uploads/products/variant_17_69242ecc28a34.png","VASVI","Mens","Mens","100","699INR","","JJ-10314","unisex","","","","","","","250 grm","","","","","","","",""
"191","MS6022G","Men Classic Spread Collar Floral Printed Cotton Slim Fit Casual Shirt","VASVI Men's Classic Spread Collar Floral Printed Cotton Slim Fit Casual Shirt","Yes","No","699INR","https://vasvi.in/MS6022G/men-classic-spread-collar-floral-printed-cotton-slim-fit-casual-shirt-6964eebd44e0d","https://vasvi.in/uploads/products/variant_28_692435ac7aad9.png","VASVI","Mens","Mens","100","699INR","","JJ-10315","unisex","","","","","","","250 grm","","","","","","","",""
"192","MS6022M","Men Classic Spread Collar Floral Printed Cotton Slim Fit Casual Shirt","VASVI Men's Classic Spread Collar Floral Printed Cotton Slim Fit Casual Shirt","Yes","No","699INR","https://vasvi.in/MS6022M/men-classic-spread-collar-floral-printed-cotton-slim-fit-casual-shirt-699946d7490bd","https://vasvi.in/uploads/products/variant_15_69243692e1a80.png","VASVI","Mens","Mens","100","699INR","","JJ-10316","unisex","","","","","","","250 grm","","","","","","","",""
"193","MS6022W","Men Classic Spread Collar Printed Cotton Slim Fit Casual Shirt","VASVI Men's Classic Spread Collar Floral Cotton Slim Fit Casual Shirt","Yes","No","699INR","https://vasvi.in/MS6022W/men-classic-spread-collar-printed-cotton-slim-fit-casual-shirt-6989a26513a06","https://vasvi.in/uploads/products/variant_3_692438375c925.png","VASVI","Mens","Mens","100","699INR","","JJ-10317","unisex","","","","","","","250 grm","","","","","","","",""
"194","MS6022Navy","Men Classic Spread Collar Printed Cotton Slim Fit Casual Shirt","VASVI Men's Classic Spread Collar Floral Cotton Slim Fit Casual Shirt","Yes","No","699INR","https://vasvi.in/MS6022Navy/men-classic-spread-collar-printed-cotton-slim-fit-casual-shirt-6964ee5be0cd7","https://vasvi.in/uploads/products/variant_17_69243a4116896.png","VASVI","Mens","Mens","100","699INR","","JJ-10318","unisex","","","","","","","250 grm","","","","","","","",""
"195","MS6022Black","Men Classic Spread Collar Printed Cotton Slim Fit Casual Shirt","VASVI Men's Classic Spread Collar Floral Cotton Slim Fit Casual Shirt","Yes","No","699INR","https://vasvi.in/MS6022Black/men-classic-spread-collar-printed-cotton-slim-fit-casual-shirt-6964ee4499ec3","https://vasvi.in/uploads/products/variant_1_69243b9a4b283.png","VASVI","Mens","Mens","89","699INR","","JJ-10319","unisex","","","","","","","250 grm","","","","","","","",""
"196","DR6111","Women's Floral Embroidered Puff Sleeve A-Line Midi Dress","VASVI Women's Floral Embroidered Puff Sleeve A-Line Midi Dress","Yes","No","1845INR","https://vasvi.in/DR6111/womens-floral-embroidered-puff-sleeve-a-line-midi-dress-697337c9b0ec5","https://vasvi.in/uploads/products/variant_3_692540b44a1dc.JPG","VASVI","Women","Women","100","1845INR","","JJ-10320","unisex","","","","","","","390 grm","","","","","","","",""
"197","CO6121","Women Printed Crepe Kurta With Palazzo Co-Ords Set","Women Printed Crepe Kurta With Palazzo Co-Ords Set","Yes","No","1899INR","https://vasvi.in/CO6121/women-printed-crepe-kurta-with-palazzo-co-ords-set-696dd9dd5bd67","https://vasvi.in/uploads/products/variant_18_696dd9dd64a02.jpg","VASVI","Women","Women","100","1899INR","","JJ-10329","unisex","","","","","","","0.390 grm","","","","","","","",""
"198","CO6042","Women Embroidered Shirt With Trousers Co-Ords Set","VASVI Women Embroidered Shirt With Trousers Co-Ords Set","Yes","No","1449INR","https://vasvi.in/CO6042/women-embroidered-shirt-with-trousers-co-ords-set-698eacf5bf528","https://vasvi.in/uploads/products/variant_51_696de1ee5f5e5.jpg","VASVI","Women","Women","100","1449INR","","JJ-10330","unisex","","","","","","","0.390 grm","","","","","","","",""
"199","CO6034","Women Embroidered Shirt With Trousers Co-Ords Set","VASVI Women Embroidered Shirt With Trousers Co-Ords Set","Yes","No","1449INR","https://vasvi.in/CO6034/women-embroidered-shirt-with-trousers-co-ords-set-696de18db2dd6","https://vasvi.in/uploads/products/variant_4_696de0a031b95.jpg","VASVI","Women","Women","100","1449INR","","JJ-10331","unisex","","","","","","","0.390 grm","","","","","","","",""
"200","CSD5885","Women Floral Printed Pure Cotton Straight Kurta With Trousers & Dupatta Set","VASVI Women Floral Printed Pure Cotton Straight Kurta With Trousers & Dupatta Set","Yes","No","1499INR","https://vasvi.in/CSD5885/women-floral-printed-pure-cotton-straight-kurta-with-trousers-dupatta-set-6996af86b2c99","https://vasvi.in/uploads/products/variant_2_697080e44233a.jpg","VASVI","Women","Women","86","1499INR","","JJ-10335","unisex","","","","","","","0.490 grm","","","","","","","",""
