"Sr No.","Id","Title","Description","Availability","Condition","Price","Link","Image Link","Brand","Google Product Category","FB Product Category","Quantity To Sell On Facebook","Sale Price","Sale Price Effective_Date","Item Group Id","Gender","Color","Size","Age_Group","Material","Pattern","Shipping","Shipping Weight","Offer Disclaimer","Offer Disclaimer Url","Video Url","Video Tag","GTIN","Product Pages","Product Tags","Style"
"201","CSD5885Purple","Women Floral Printed Pure Cotton Straight Kurta With Trousers & Dupatta Set","VASVI Women Floral Printed Pure Cotton Straight Kurta With Trousers & Dupatta Set","Yes","No","1499INR","https://vasvi.in/CSD5885Purple/women-floral-printed-pure-cotton-straight-kurta-with-trousers-dupatta-set-69708ce105ab3","https://vasvi.in/uploads/products/variant_40_69708ce10eac8.jpg","VASVI","Women","Women","100","1499INR","","JJ-10336","unisex","","","","","","","0.490 grm","","","","","","","",""
"202","CSD5885Purple1","Women Floral Printed Pure Cotton Straight Kurta With Trousers & Dupatta Set","VASVI Women Floral Printed Pure Cotton Straight Kurta With Trousers & Dupatta Set","Yes","No","1499INR","https://vasvi.in/CSD5885Purple1/women-floral-printed-pure-cotton-straight-kurta-with-trousers-dupatta-set-69a130a549b23","https://vasvi.in/uploads/products/variant_40_69708e1c2d971.jpg","VASVI","Women","Women","100","1499INR","","JJ-10337","unisex","","","","","","","0.490 grm","","","","","","","",""
"203","CSD6174","Women Floral Printed Crepe Adda Work Kurta with Trousers & Dupatta Set","VASVI Women Floral Printed Crepe Adda Work Kurta with Trousers & Dupatta Set","Yes","No","3499INR","https://vasvi.in/CSD6174/women-floral-printed-crepe-adda-work-kurta-with-trousers-dupatta-set-6970902f788c2","https://vasvi.in/uploads/products/variant_36_6970902f81d05.jpg","VASVI","Women","Women","100","3499INR","","JJ-10338","unisex","","","","","","","0.490 grm","","","","","","","",""
"204","CSD6173","Women Floral Printed Crepe Adda Work Kurta with Trousers & Dupatta Set","VASVI Women Floral Printed Crepe Adda Work Kurta with Trousers & Dupatta Set","Yes","No","3499INR","https://vasvi.in/CSD6173/women-floral-printed-crepe-adda-work-kurta-with-trousers-dupatta-set-6970974d4ec5e","https://vasvi.in/uploads/products/variant_43_69709128347fe.jpg","VASVI","Women","Women","99","3499INR","","JJ-10339","unisex","","","","","","","0.490 grm","","","","","","","",""
"205","CSD6041","Women Handblock Printed Chanderi Cotton Kurta with Trousers & Dupatta Set","VASVI Women Handblock Printed Chanderi Cotton Kurta with Trousers & Dupatta Set","Yes","No","2999INR","https://vasvi.in/CSD6041/women-handblock-printed-chanderi-cotton-kurta-with-trousers-dupatta-set-697097750a2db","https://vasvi.in/uploads/products/variant_4_697094909d936.jpg","VASVI","Women","Women","100","2999INR","","JJ-10340","unisex","","","","","","","0.490 grm","","","","","","","",""
"206","CSD6220","Women Floral Printed Kurta with Harem Pants & Dupatta Set","VASVI Women Floral Printed Kurta with Harem Pants & Dupatta Set","Yes","No","2999INR","https://vasvi.in/CSD6220/women-floral-printed-kurta-with-harem-pants-dupatta-set-69a13cf56279b","https://vasvi.in/uploads/products/variant_28_697096416ca6c.jpg","VASVI","Women","Women","100","2999INR","","JJ-10341","unisex","","","","","","","0.490 grm","","","","","","","",""
"207","SKD6127","Women Jacquard Fabric Printed Ready to Wear Lehenga & Blouse With Dupatta Set","VASVI Women Jacquard Fabric Printed Ready to Wear Lehenga & Blouse With Dupatta Set","Yes","No","2499INR","https://vasvi.in/SKD6127/women-jacquard-fabric-printed-ready-to-wear-lehenga-blouse-with-dupatta-set-6971c15bb3db4","https://vasvi.in/uploads/products/variant_18_6971c15bc0779.jpg","VASVI","Women","Women","100","2499INR","","JJ-10342","unisex","","","","","","","0.790 grm","","","","","","","",""
"208","LCD5744","Women Rayon Fabric Gold Printed Ready to Wear Lehenga & Blouse With Dupatta Set","VASVI Women Rayon Fabric Gold Printed Ready to Wear Lehenga & Blouse With Dupatta Set","Yes","No","2599INR","https://vasvi.in/LCD5744/women-rayon-fabric-gold-printed-ready-to-wear-lehenga-blouse-with-dupatta-set-6971c5fca1f21","https://vasvi.in/uploads/products/variant_10_6971c5fcabcab.jpg","VASVI","Women","Women","95","2599INR","","JJ-10343","unisex","","","","","","","0.790 grm","","","","","","","",""
"209","SKT3011","Women Ethnic Solid Embellished Flared Maxi Skirts","VASVI Women Ethnic Solid Embellished Flared Maxi Skirts","Yes","No","1499INR","https://vasvi.in/SKT3011/women-ethnic-solid-embellished-flared-maxi-skirts-6971e2344685f","https://vasvi.in/uploads/products/variant_3_6971e2346d289.jpg","VASVI","Women","Women","100","1499INR","","JJ-10344","unisex","","","","","","","490 grm","","","","","","","",""
"210","TP5144","Women Printed Cotton Embroidered top","VASVI Women Printed Cotton Embroidered top","Yes","No","599INR","https://vasvi.in/TP5144/women-printed-cotton-embroidered-top-6996af440da4f","https://vasvi.in/uploads/products/variant_2_6978669f9d6f9.jpg","VASVI","Women","Women","97","599INR","","JJ-10345","unisex","","","","","","","250 grm","","","","","","","",""
"211","TU2295","Women Floral Printed Shirt Collar Cotton Tunic","VASVI Women Floral Printed Shirt Collar Cotton Tunic","Yes","No","799INR","https://vasvi.in/TU2295/women-floral-printed-shirt-collar-cotton-tunic-69787d595ed1a","https://vasvi.in/uploads/products/variant_4_69787d5968c85.jpg","VASVI","Women","Women","100","799INR","","JJ-10346","unisex","","","","","","","250 grm","","","","","","","",""
"212","TP2241","Women Floral Print Puff Sleeve Cotton Top","VASVI Women Floral Print Puff Sleeve Cotton Top","Yes","No","599INR","https://vasvi.in/TP2241/women-floral-print-puff-sleeve-cotton-top-69a1312a59f70","https://vasvi.in/uploads/products/variant_11_6978841d64d4b.jpg","VASVI","Women","Women","100","599INR","","JJ-10347","unisex","","","","","","","250 grm","","","","","","","",""
"213","CSD5651","Vasvi Women Jacqurard Embroidered Kurta Set With Dupatta, Peach","Women Jacqurard Embroidered Kurta Set With Dupatta, Peach","Yes","No","3999INR","https://vasvi.in/CSD5651/vasvi-women-jacqurard-embroidered-kurta-set-with-dupatta-peach-6a3f9ff64adcf","https://vasvi.in/uploads/products/variant_7_6a22c17c88646.jpg","VASVI","Women","Women","10","3999INR","","JJ-10350","unisex","","","","","","","400 grm","","","","","","","",""
"214","CSD5885-Purple","Vasvi Women Cotton Printed Kurta Set With Dupatta","Vasvi Women Cotton Printed Kurta Set With Dupatta","Yes","No","1499INR","https://vasvi.in/CSD5885-Purple/vasvi-women-cotton-printed-kurta-set-with-dupatta-6a34eddcd0fff","https://vasvi.in/uploads/products/variant_7_6a34eddd002ac.jpg","VASVI","Women","Women","10","1499INR","","JJ-10351","unisex","","","","","","","400 grm","","","","","","","",""
